Title;FirstName;id_user;New codes
;K 43 Garasjepl. 06;84533C46000000;798021380
;K 43 Garasjepl. 10;14DBC44A000000;914056084
;Dypro Francke;9,4148E+13;
;Dypro Halvard;2E631C86000000;433225390
;L 6 N¾ring 1021-601;8,4068E+13;
;L 6 N¾ring 1021-601;7,4038E+13;
;L 6 N¾ring 1021-601;AE741C86000000;433229870
;Dypro Ansnes elektro;0A2C425C000000;361811274
;T 31 Leil 508;24F07F49000000;881561476
;K 43 Leil 304;5E671C86000000;433226462
;T 47 Leil 312;4,4108E+13;
;T 47 Leil 514;36C8877A000000;136751254
;K 45 N¾ring 1001-N01;EEB21C86000000;433245806
;Dypro Lysteknikk;A4E77F49000000;881559300
;K 45 Leil 301;8EDE1C86000000;433256974
;T 47 Leil 409;84FE5649000000;877465156
;T 31 Leil 601;;
;T 31 Leil 601;;
;T 41 Leil 201;6ED03F85000000;411153358
;T 41 Leil 201;4E203B85000000;341078270
;T 41 Leil 202;0E9C3A85000000;410639950
;T 41 Leil 202;7EAD3985000000;410544414
;T 41 Leil 203;1EE13D85000000;410957630
;T 41 Leil 203;1E0D3D85000000;341093358
;T 41 Leil 301;EEC33685000000;410250158
;T 41 Leil 301;DE603385000000;409924798
;T 41 Leil 302;1E233C85000000;341088990
;T 41 Leil 302;8E313D85000000;410912686
;T 41 Leil 303;FE533D85000000;410921502
;T 41 Leil 303;CE0D3B85000000;341073534
;T 41 Leil 401;9E723E85000000;411029342
;T 41 Leil 401;CE1E3485000000;341007886
;T 41 Leil 402;CE113885000000;341044558
;T 41 Leil 403;7E8D3985000000;410536222
;T 41 Leil 402;1EB43C85000000;410846110
;T 41 Leil 403;FE3F3685000000;410216382
;T 41 Leil 501;CE313885000000;410412750
;T 41 Leil 501;DE583B85000000;410722750
;T 41 Leil 502;FE053485000000;341001534
;T 41 Leil 502;5EE73A85000000;410659230
;T 41 Leil 503;3EE83A85000000;410659454
;T 41 Leil 503;5E353785000000;410313662
;T 41 Leil 601;5EB73B85000000;410746942
;T 41 Leil 601;8E174085000000;341126030
;T 41 Leil 602;2E353C85000000;410813614
;T 41 Leil 602;1EAD3985000000;410544318
;Dypro Kone Heis T41;0EDE1C86000000;433256846
;Dypro Kone Heis T41;3,42557E+13;
;T 31 garasjepl. 16;54FE5649000000;877465108
;Dypro KRISEN¯KKEL;54FAD241000000;685064084
;K 45 Leil 201;6E6D1C86000000;433228014
;K 45 Leil 201;34F95649000000;877463796
;K 43 Leil 406;AEAD1C86000000;433244462
;T 47 Leil 608;;
;Dypro Hafslund T.31;641E8049000000;188167780
;Dypro Hafslund T.31;B4DC5649000000;877456500
;T 31 Leil 206;9E911C86000000;433237278
;Dypro Renholder T47;2EB11C86000000;433245358
;T 31 Leil 101;34E27F49000000;881557908
;T 47 Leil 209;9A8705DB000000;606934714
;K 45 Leil 203;9AE505DB000000;606958778
;L 6 N¾ring 1021-102;1A7605DB000000;606930234
;L 6 N¾ring 1021-102;9A6405DB000000;606925754
;L 6 N¾ring 1021-102;4A9F05DB000000;606940778
;L 6 N¾ring 1021-102;ACB63FD9000000;561546764
;Dypro Maler Roger;0AA305DB000000;606941738
;K 43 Leil 406;BA6005DB000000;606924762
;T 31 Leil 501;245D3C46000000;798023844
;Dypro Tone Halbing;DA7B06DB000000;607031706
;K 43 Leil 603;EA5005DB000000;606920714
;T 31 Leil 207;3CB93FD9000000;561547420
;K 43 Leil 206;1CC63FD9000000;561550716
;T 47 Leil 605;6A2327DB000000;561039066
;K 43 Leil 306;9A4D06DB000000;607019866
;S 36 Leil 205;EA5806DB000000;607022762
;Dypro Skadedyr;9AC506DB000000;607050586
;L 6 N¾ring 1021-102;6A0306DB000000;56070874
;L 6 N¾ring 1021-102;CC1D40D9000000;556167628
;L 6 Leil 207;848DBDD3000000;420536228
;Dypro Renholder T47;345CC6D3000000;421423604
;S 36 Leil 407;0B870534000000;331734571
;Dypro Kari Stenhagen;E45FC6D3000000;421424548
;T 31 Leil 406;3B7CC631000000;274231803
;T 31 Leil 508;2E9FDB99000000;938740750
;Dypro AM;;
;Dypro Martinsen & Brodahl;CE731C86000000;433229646
;Dypro Oppussing;24B0C6D3000000;421445092
;L 6 Leil 405;3B510534000000;331720795
;Dypro Renovasjon K43-45;2BA40534000000;331742027
;L 6 Leil 501;8EA73686000000;435842894
;Dypro Oppussing;;
;T 47 Garasjepl. 29;9EB6DAB7000000;706646750
;Dypro Haakon D.;6E5A3C86000000;436423150
;Dypro Gamlebyen Blikk;2A4A385A000000;309618986
;S 36 Leil 403;EEC2DAB7000000;706649902
;S 36 Leil 403;BE9CDB99000000;938740126
;L 6 Leil 302;2EF9DAB7000000;706663790
;Dypro Oppussing;24C8C6D3000000;421451236
;Dypro Stanley Alarm;1EA9DB99000000;938743294
;L 6 Leil 409;2EBF3686000000;435848942
;L 6 Leil 302;DEB13686000000;435845534
;Dypro Hafslund L6;2E483C86000000;436418478
;Dypro Hafslund T.47;AE70DB99000000;938728846
;Dypro Hafslund T.31;EE60DB99000000;938724814
;K 45 Leil 401;EECBDAB7000000;706652206
;T 47 Leil 418;8E933886000000;436037774
;L 6 Leil 404;64AF3C46000000;798044900
;L 6 Leil 404;64633C46000000;798025444
;T 31 Leil 505;24B33C46000000;798045860
;Dypro Fotograf;7,4208E+13;
;Kristoff SOGD/ R. BERGERSEN;AE98DB99000000;938739086
;K 43 Leil 306;5A58425C000000;361822618
;T 41 Leil 202;74483F46000000;798318548
;Dypro Sikkerhet &;9E3D3AEC000000;47415774
;T 47 Leil 316;2E0F3DEC000000;604773886
;T 47 Leil 316;AE4B38EC000000;47219374
;Dypro Hans Ducati;0C4240D9000000;561616908
;Dypro Ansnes elektro;0E193BEC000000;604756414
;Dypro sikkerhet&design;842E8049000000;881611908
;Dypro sikkerhet&design;241A5749000000;187756692
;K 43 Leil 506;4A68385A000000;309626698
;K 45 Leil 501;EE212FEC000000;604638686
;L 6 Leil 501;DE1D32EC000000;604667646
;K 45 Leil 602;64513C46000000;798020836
;L 6 N¾ring 1021-102;1E3DD7EC000000;63115646
;L 6 N¾ring 1021-102;4EC534EC000000;46850510
;Dypro Martinsen & Brodahl;4E8F34EC000000;46836686
;Dypro Arnt Sand;5EE539EC000000;47358718
;T 31 Leil 407;FE1EF3EC000000;606597934
;T 47 Leil 415;1EDEF2EC000000;65856862
;T 47 Leil 417;0E5739EC000000;47322286
;K 45 Leil 402;AE1139EC000000;604734526
;L 6 Leil 304;344CC6D3000000;421419508
;T 31 Leil 406;4EB03BEC000000;47545134
;L 6 Leil 201;6EE8F2EC000000;65859502
;L 6 Leil 201;EE083BEC000000;604752286
;L 6 Leil 201;EE5D32EC000000;46624046
;T 47 Leil 415;9EF63BEC000000;47563134
;T 47 Leil 420;9EE934EC000000;46859806
;Dypro Gamlebyen Blikk;9,42757E+13;877510132
